序号,车型,销量,厂商,价格,参数链接,月份,均值
54,银河E8,3058,吉利汽车,16.58 - 22.88,,202401,2748.545455
43,银河E8,2089,吉利汽车,16.58 - 22.88,,202402,2748.545455
57,银河E8,2541,吉利汽车,16.58 - 22.88,,202403,2748.545455
71,银河E8,2173,吉利汽车,16.58 - 22.88,,202404,2748.545455
72,银河E8,2476,吉利汽车,16.58 - 22.88,,202405,2748.545455
67,银河E8,3077,吉利汽车,16.58 - 22.88,,202406,2748.545455
64,银河E8,3076,吉利汽车,16.58 - 22.88,,202407,2748.545455
84,银河E8,2640,吉利汽车,16.58 - 22.88,,202408,2748.545455
85,银河E8,2718,吉利汽车,16.58 - 22.88,,202409,2748.545455
94,银河E8,2705,吉利汽车,16.58 - 22.88,,202410,2748.545455
89,银河E8,3681,吉利汽车,16.58 - 22.88,,202411,2748.545455
94,eπ007,1220,东风乘用车,13.16 - 19.96,,202403,2732.222222
59,eπ007,2795,东风乘用车,13.16 - 19.96,,202404,2732.222222
63,eπ007,3032,东风乘用车,13.16 - 19.96,,202405,2732.222222
73,eπ007,2426,东风乘用车,13.16 - 19.96,,202406,2732.222222
87,eπ007,1962,东风乘用车,13.16 - 19.96,,202407,2732.222222
85,eπ007,2576,东风乘用车,13.16 - 19.96,,202408,2732.222222
76,eπ007,3274,东风乘用车,13.16 - 19.96,,202409,2732.222222
77,eπ007,3899,东风乘用车,13.16 - 19.96,,202410,2732.222222
94,eπ007,3406,东风乘用车,13.16 - 19.96,,202411,2732.222222
64,宝马iX3,172,华晨宝马,40.50 - 44.50,,202010,2723.816327
44,宝马iX3,637,华晨宝马,40.50 - 44.50,,202011,2723.816327
26,宝马iX3,1844,华晨宝马,40.50 - 44.50,,202012,2723.816327
19,宝马iX3,1513,华晨宝马,40.50 - 44.50,,202101,2723.816327
10,宝马iX3,2159,华晨宝马,40.50 - 44.50,,202102,2723.816327
9,宝马iX3,3519,华晨宝马,40.50 - 44.50,,202103,2723.816327
11,宝马iX3,3552,华晨宝马,40.50 - 44.50,,202104,2723.816327
15,宝马iX3,2621,华晨宝马,40.50 - 44.50,,202105,2723.816327
